Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,Location
191510505,2019-04-24,1020.0,15,N Hollywood,1547,42,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,LAUREL CANYON                BL,CHANDLER                     BL,"(34.1673, -118.3816)"
5620392,2019-05-05,240.0,7,Wilshire,706,31,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MELROSE                      AV,LA BREA                      AV,"(34.0835, -118.3441)"
190211056,2019-05-08,1420.0,2,Rampart,245,44,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
190910506,2019-05-08,215.0,9,Van Nuys,976,53,M,W,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,WOODMAN,VALLEY HEART,"(34.1536, -118.4259)"
192010250,2019-05-01,936.0,20,Olympic,2062,37,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,MANHATTAN                    PL,OLYMPIC,"(34.0527, -118.3101)"
191709762,2019-05-05,1115.0,17,Devonshire,1793,32,M,H,17.0,Liquor Laws,I,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,VANALDEN,PARTHENIA,"(34.2283, -118.5492)"
190611211,2019-05-01,1630.0,6,Hollywood,645,40,M,H,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,6800    HOLLYWOOD                    BL,,"(34.1016, -118.3387)"
191709840,2019-05-08,1545.0,17,Devonshire,1781,45,M,B,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,OSBORNE                      ST,INDEPENDENCE                 AV,"(34.2331, -118.5907)"
5613165,2019-04-28,420.0,15,N Hollywood,1529,57,M,W,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,CRANER,VICTORY,"(34.1867, -118.3692)"
190809504,2019-05-07,1944.0,8,West LA,859,36,M,B,18.0,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,GUTHRIE,LA CIENEGA,"(34.0495, -118.3805)"
5620334,2019-05-04,2335.0,14,Pacific,1494,23,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IMPERIAL,CALIFORNIA,"(33.942, -118.4095)"
191110122,2019-05-07,1500.0,11,Northeast,1177,47,M,H,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,IDELL,AVENUE 26,"(34.0865, -118.2253)"
192010256,2019-05-02,2220.0,20,Olympic,2029,26,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,VERMONT,S  3RD                          ST,"(34.0691, -118.2917)"
192109784,2019-05-07,1635.0,21,Topanga,2136,66,M,H,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,VARIEL                       AV,SHERMAN                      WY,"(34.2011, -118.5928)"
5625803,2019-05-11,234.0,1,Central,129,20,M,C,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ALAMEDA                      ST,ARCADIA                      ST,"(34.0511, -118.2336)"
5623871,2019-05-09,252.0,8,West LA,853,25,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN DIEGO                    FY,SANTA MONICA                 BL,"(34.047, -118.4466)"
5623897,2019-05-09,351.0,10,West Valley,1079,45,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VENTURA,SAN DIEGO                    FY,"(34.1599, -118.4694)"
5624716,2019-05-09,1939.0,1,Central,191,40,F,W,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,SANTA MONICA                 FY,VERMONT,"(34.0388, -118.2717)"
5626081,2019-05-11,520.0,6,Hollywood,669,28,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,KINGSLEY,SANTA MONICA,"(34.0908, -118.3025)"
5625692,2019-05-10,2245.0,16,Foothill,1611,49,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GLENOAKS,ARROYO,"(34.279, -118.4264)"
5625068,2019-05-10,815.0,9,Van Nuys,935,21,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,14400    ERWIN                        ST,,"(34.1837, -118.4465)"
5623535,2019-05-08,1535.0,5,Harbor,507,19,M,H,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,1400 W  225TH                        ST,,"(33.8223, -118.3015)"
5623690,2019-05-08,2202.0,15,N Hollywood,1517,36,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VANOWEN,ELMER,"(34.194, -118.3768)"
5625661,2019-05-10,2240.0,5,Harbor,517,51,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,E,MARINE,"(33.7873, -118.2582)"
5623599,2019-05-08,1815.0,19,Mission,1958,24,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,PAXTON,ARLETA,"(34.2599, -118.445)"
5624297,2019-05-09,1430.0,9,Van Nuys,926,57,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SYLMAR                       AV,VICTORY                      BL,"(34.1867, -118.4465)"
5625708,2019-05-10,2350.0,19,Mission,1987,27,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CHASE,WOODMAN,"(34.2272, -118.4359)"
5624992,2019-05-10,253.0,11,Northeast,1123,24,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GOLDEN STATE                 FY,WESTERN                      AV,"(34.1207, -118.2641)"
5624919,2019-05-10,151.0,14,Pacific,1452,27,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WASHINGTON                   BL,PACIFIC                      AV,"(33.9798, -118.4656)"
5624794,2019-05-09,2315.0,9,Van Nuys,935,22,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BESSEMER                     ST,HAZELTINE                    AV,"(34.1808, -118.44)"
5624931,2019-05-09,2355.0,9,Van Nuys,906,24,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LENNOX,VALERIO,"(34.2048, -118.4455)"
5625642,2019-05-10,2148.0,21,Topanga,2169,29,M,W,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,MARTHA                       ST,WINNETKA,"(34.173, -118.5709)"
5623745,2019-05-08,2158.0,20,Olympic,2074,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CAMBRIDE                     ST,ARDMORE                      ST,"(34.0437, -118.3029)"
5624739,2019-05-09,1930.0,12,77th Street,1267,39,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MANCHESTER,FLORENCE,"(33.9622, -118.285)"
5623891,2019-05-09,333.0,8,West LA,882,24,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN DIEGO                    FY,SUNSET,"(34.038, -118.4436)"
5625818,2019-05-11,245.0,17,Devonshire,1794,22,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,ROSCOE,RESEDA,"(34.2207, -118.5361)"
5625577,2019-05-10,2140.0,14,Pacific,1409,29,F,O,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CULVER,VENICE,"(34.0264, -118.3925)"
5624264,2019-05-09,1330.0,9,Van Nuys,911,37,M,W,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,SHERMAN                      WY,SEPULVEDA                    BL,"(34.2012, -118.4662)"
5624655,2019-05-09,1740.0,2,Rampart,245,42,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,2200 W  6TH                          ST,,"(34.0601, -118.2761)"
5624986,2019-05-10,205.0,1,Central,191,26,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LA LIVE                      WY,PICO                         BL,"(34.0423, -118.2717)"
5623712,2019-05-08,2102.0,20,Olympic,2079,37,M,H,22.0,Driving Under Influence,M,21200.5VC,DUI ALCOHOL/DRUGS ON BICYCLE,PICO                         BL,ELDEN                        AV,"(34.0473, -118.2877)"
5625792,2019-05-11,211.0,12,77th Street,1249,36,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HARBOR                       FY,51ST                         ST,"(33.979, -118.2839)"
5625667,2019-05-10,2229.0,21,Topanga,2187,36,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,DE SOTO,VENTURA                      FY,"(34.1681, -118.5881)"
5624438,2019-05-09,1425.0,1,Central,192,21,M,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,PICO,FIGUEROA,"(34.0407, -118.268)"
5625771,2019-05-11,128.0,11,Northeast,1101,38,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FOREST LAWN                  DR,VENTURA                      FY,"(34.1549, -118.3109)"
5623943,2019-05-09,345.0,7,Wilshire,735,51,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LA BREA,WILSHIRE,"(34.0623, -118.344)"
5623832,2019-05-08,2230.0,3,Southwest,357,27,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,37TH                         ST,CATALINA,"(34.021, -118.2944)"
5625466,2019-05-10,1905.0,6,Hollywood,636,26,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,IVAR,HOLLYWOOD                    BL,"(34.1016, -118.3282)"
5623683,2019-05-08,2150.0,16,Foothill,1663,26,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SAN FERNANDO,SHELDON,"(34.2423, -118.3969)"
5624872,2019-05-09,2354.0,13,Newton,1317,40,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOOPER,15TH                         ST,"(34.0243, -118.2445)"
5625683,2019-05-10,2237.0,14,Pacific,1409,37,F,W,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,8900    VENICE                       BL,,"(34.0294, -118.3881)"
5624984,2019-05-10,218.0,12,77th Street,1259,62,M,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLORENCE                     AV,CENTRAL,"(33.9748, -118.2564)"
5625793,2019-05-11,204.0,6,Hollywood,635,23,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CAHUENGA                     BL,CERRITOS                     PL,"(34.1075, -118.3307)"
5625613,2019-05-10,2115.0,14,Pacific,1458,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,4700    SLAUSON                      AV,,"(33.9966, -118.4116)"
5625536,2019-05-10,2036.0,14,Pacific,1458,53,M,H,22.0,Driving Under Influence,M,21200.5VC,DUI ALCOHOL/DRUGS ON BICYCLE,SLAUSON,CULVER,"(33.9983, -118.4144)"
5625349,2019-05-10,1010.0,15,N Hollywood,1527,36,M,W,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,11100    VICTORY                      BL,,"(34.1867, -118.3728)"
5625633,2019-05-10,2120.0,14,Pacific,1457,49,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,BRADDOCK,INGLEWOOD,"(33.9927, -118.4144)"
5623549,2019-05-08,1820.0,12,77th Street,1249,32,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,62ND,FIGUEROA,"(33.9833, -118.2827)"
5625852,2019-05-11,324.0,1,Central,109,23,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HARBOR                       FY,STADIUM                      WY,"(34.0752, -118.2276)"
5623530,2019-05-08,1812.0,15,N Hollywood,1562,42,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,101FY,COLDWATER CANYON,"(34.1533, -118.4058)"
5625836,2019-05-11,140.0,13,Newton,1352,27,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,400 E  43RD                         ST,,"(34.0057, -118.2685)"
5625685,2019-05-10,2110.0,5,Harbor,522,20,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,G                            ST,WILMINGTIN                   BL,"(33.7795, -118.2715)"
5625606,2019-05-10,2205.0,16,Foothill,1685,47,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LULL,TUJUNGA,"(34.2173, -118.3835)"
5623867,2019-05-09,230.0,16,Foothill,1673,30,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LANKERSHIM,GOLDEN STATE                 FY,"(34.2268, -118.3878)"
5623748,2019-05-08,2018.0,1,Central,191,43,F,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    FY,SANTA MONICA,"(34.0388, -118.2717)"
5624753,2019-05-09,2040.0,19,Mission,1977,42,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,RAYEN,CANTERBURY,"(34.2366, -118.4319)"
5625800,2019-05-11,14.0,4,Hollenbeck,478,40,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LORENA                       ST,WHITTIER                     BL,"(34.0273, -118.2013)"
5623790,2019-05-08,2241.0,13,Newton,1317,48,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CENTRAL,NEWTON,"(34.028, -118.2473)"
5625009,2019-05-10,116.0,13,Newton,1395,24,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLORENCE,MCKINLEY,"(33.9748, -118.2614)"
5624859,2019-05-09,2210.0,6,Hollywood,678,20,M,H,22.0,Driving Under Influence,M,21200.5VC,DUI ALCOHOL/DRUGS ON BICYCLE,700 N  HARVARD                      BL,,"(34.0836, -118.3039)"
5624764,2019-05-09,2140.0,1,Central,171,21,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FRANCISCO,OLYMPIC,"(34.0454, -118.2657)"
5624811,2019-05-09,2155.0,6,Hollywood,645,29,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,HOLLYWOOD,HIGHLAND,"(34.1016, -118.3387)"
5624880,2019-05-09,2320.0,17,Devonshire,1703,36,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SESNON,BEAUFAIT,"(34.2957, -118.5437)"
190809640,2019-05-11,1220.0,8,West LA,884,21,M,H,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,CORINTH                      AV,PICO                         BL,"(34.0397, -118.4301)"
5604509,2019-04-18,2025.0,12,77th Street,1253,47,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,FLORENCE,WESTERN,"(33.9746, -118.309)"
5605627,2019-04-19,2040.0,16,Foothill,1654,31,F,B,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,10300    NORRIS                       AV,,"(34.2567, -118.4024)"
5611262,2019-04-25,2110.0,12,77th Street,1265,25,M,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,84TH                         ST,DENKER                       AV,"(33.9627, -118.3046)"
5618353,2019-05-03,15.0,10,West Valley,1017,30,M,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,SATICOY,WHITE OAK,"(34.2084, -118.5186)"
5618624,2019-05-03,1115.0,9,Van Nuys,935,50,M,O,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,6200    SYLMAR                       AV,,"(34.1827, -118.4465)"
5619417,2019-05-03,2130.0,15,N Hollywood,1586,27,F,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,LANKERSHIM                   BL,CAHUENGA                     BL,"(34.1433, -118.3616)"
5619879,2019-05-04,1615.0,17,Devonshire,1761,27,M,W,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,9600    CANOGA                       AV,,"(34.2448, -118.5985)"
5619484,2019-05-04,15.0,1,Central,158,28,M,B,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,ALAMEDA,INDUSTRIAL,"(34.0361, -118.2385)"
5620920,2019-05-05,2300.0,12,77th Street,1253,26,M,B,22.0,Driving Under Influence,F,23152(A)VC,DUI ALCOHOL/DRUG W/PRIORS,79TH                         ST,WESTERN,"(33.9673, -118.309)"
5622277,2019-05-07,1410.0,17,Devonshire,1752,23,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,CANOGA,LASSEN,"(34.25, -118.5973)"
5622392,2019-05-07,1520.0,11,Northeast,1123,31,F,W,16.0,Narcotic Drug Laws,F,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL,3000    LOS FELIZ                    BL,,"(34.1255, -118.2648)"
5624896,2019-05-10,31.0,1,Central,128,25,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOPE,TEMPLE                       ST,"(34.0498, -118.24)"
5626147,2019-05-11,800.0,15,N Hollywood,1538,28,M,H,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,OXNARD                       ST,CASE                         AV,"(34.1795, -118.3722)"
5629382,2019-05-15,232.0,4,Hollenbeck,445,22,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SANTA MONICA                 FY,STATE                        ST,"(34.0553, -118.2079)"
191710157,2019-05-08,1725.0,17,Devonshire,1793,40,M,H,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,19000    PARTHENIA                    ST,,"(34.2283, -118.547)"
5626446,2019-05-11,1944.0,19,Mission,1999,25,M,O,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,LANARK,WOODMAN,"(34.2196, -118.4319)"
5623912,2019-05-09,35.0,16,Foothill,1655,37,M,O,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,SUNLAND,STONEHURST,"(34.2432, -118.3663)"
5627518,2019-05-13,120.0,14,Pacific,1494,21,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SEPULVEDA                    BL,IMPERIAL                     HY,"(33.9309, -118.3961)"
190113352,2019-05-09,1250.0,1,Central,182,51,M,H,17.0,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,FIGUEROA,OLYMPIC,"(34.045, -118.264)"
190211383,2019-05-08,1525.0,2,Rampart,295,61,M,B,17.0,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,UNION,PICO,"(34.0446, -118.2769)"
190611719,2019-05-02,2345.0,6,Hollywood,636,21,M,H,17.0,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,1700    VINE                         ST,,"(34.1034, -118.3325)"
5629340,2019-05-15,130.0,2,Rampart,279,22,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,OLYMPIC                      BL,ALBANY,"(34.0478, -118.2711)"
5625858,2019-05-11,411.0,13,Newton,1391,25,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,PASADENA                     FY,VERNON,"(33.9789, -118.2795)"
5626325,2019-05-11,1550.0,5,Harbor,515,52,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SANDISON,LAGOON,"(33.793, -118.269)"
191311448,2019-05-10,1910.0,13,Newton,1333,38,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,29TH                         ST,STANFORD                     AV,"(34.0181, -118.2612)"
191412295,2019-05-14,1620.0,14,Pacific,1431,53,M,W,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,MAIN                         ST,MARKET                       ST,"(33.9888, -118.4716)"
191910355,2019-05-04,1910.0,19,Mission,1924,24,M,H,18.0,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,CRESTKNOLL,LAUREL CANYON,"(34.2871, -118.4614)"
190113454,2019-05-08,1430.0,1,Central,156,59,M,H,17.0,Liquor Laws,I,25620ABP,DRINKING ALCOHOL,400 E  5TH                          ST,,"(34.0446, -118.245)"
5625676,2019-05-10,2240.0,12,77th Street,1263,35,M,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,79TH,CIMARRON                     ST,"(33.9673, -118.3156)"
190509870,2019-05-09,1755.0,5,Harbor,584,16,F,H,17.0,Liquor Laws,M,25662(A)BP,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,800 S  PASEO DEL MAR,,"(33.707, -118.2939)"
5626379,2019-05-11,1725.0,13,Newton,1391,53,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,300 W  67TH                         ST,,"(33.979, -118.2783)"
5626659,2019-05-11,2251.0,14,Pacific,1444,32,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,LINCOLN,MAXELLA,"(33.9847, -118.4427)"
190611724,2019-05-03,30.0,6,Hollywood,636,24,M,W,17.0,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,1700    VINE                         ST,,"(34.1034, -118.3325)"
5628212,2019-05-14,58.0,9,Van Nuys,909,27,M,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,WOODMAN                      AV,VALERIO                      ST,"(34.2049, -118.4313)"
5626684,2019-05-12,206.0,12,77th Street,1257,27,F,B,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,GRAND                        AV,111TH                        PL,"(33.9693, -118.285)"
5629175,2019-05-14,2010.0,6,Hollywood,663,29,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MCCADDEN,LEXINGTON,"(34.0907, -118.3384)"
5627608,2019-05-13,425.0,21,Topanga,2105,23,M,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,8500    INTERNATIONAL                AV,,"(34.2246, -118.5994)"
5626680,2019-05-12,100.0,11,Northeast,1117,21,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,2100    NORWALK                      AV,,"(34.1327, -118.2138)"
5624987,2019-05-10,150.0,19,Mission,1984,25,M,W,22.0,Driving Under Influence,M,23152(G)VC,DUI OF ALCOHOL & DRUG,14900    ROSCOE                       BL,,"(34.2265, -118.4565)"
5627764,2019-05-13,1140.0,18,Southeast,1842,38,F,H,22.0,Driving Under Influence,M,23152(B)VC,DRUNK DRIVING .10 OR ABOVE,GRAND,111TH                        PL,"(33.9339, -118.2815)"
190611942,2019-05-16,2330.0,6,Hollywood,645,20,M,W,18.0,Drunkeness,M,41.27(C)LAM,DRINKING IN PUBLIC,HOLLYWOOD                    BL,HIGHLAND                     AV,"(34.1016, -118.3387)"
190113629,2019-05-14,1555.0,1,Central,165,25,M,W,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,8TH                          ST,GRAND,"(34.0433, -118.2488)"
5627902,2019-05-13,1330.0,9,Van Nuys,964,53,F,W,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,5100    VAN NUYS                     BL,,"(34.1631, -118.4486)"
191311602,2019-05-14,1140.0,13,Newton,1307,38,M,H,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,9TH                          ST,SAN PEDRO,"(34.0373, -118.2503)"
190113795,2019-05-16,1810.0,1,Central,182,65,F,B,17.0,Liquor Laws,M,25620BP,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,11TH                         ST,HILL                         ST,"(34.0402, -118.2598)"
5626530,2019-05-11,2115.0,15,N Hollywood,1513,76,M,O,22.0,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,VANOWEN,RHODES,"(34.194, -118.403)"
5629625,2019-05-15,930.0,2,Rampart,211,58,M,H,18.0,Drunkeness,M,647(F)PC,"DISORD CONDUCT:UI/DRUG, ALCOHOL",VERMONT,SANTA MONICA,"(34.0814, -118.2962)"
190611964,2019-05-15,1600.0,6,Hollywood,636,33,M,B,17.0,Liquor Laws,I,25620(A)BP,DRINKING ALCOHOL,6600    HOLLYWOOD                    BL,,"(34.1034, -118.3325)"
191110431,2019-05-13,1505.0,11,Northeast,1124,36,F,H,18.0,Drunkeness,I,41.27CLAMC,DRINKING IN PUBLIC,3000 N  SAN FERNANDO                 RD,,"(34.1133, -118.2443)"
5627016,2019-05-12,1620.0,11,Northeast,1183,44,M,H,22.0,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL CAUSING INJURY,BERKELEY,GLENDALE,"(34.0835, -118.26)"
5627493,2019-05-13,21.0,9,Van Nuys,933,35,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,14600    DELANO                       ST,,"(34.1827, -118.4509)"
5626472,2019-05-11,2045.0,13,Newton,1307,34,M,H,22.0,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MCGARRY,OLYMPIC,"(34.0289, -118.2404)"
190509876,2019-05-09,1800.0,5,Harbor,584,16,M,H,17.0,Liquor Laws,M,25662(A)BP,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,800 S  PASEO DEL MAR,,"(33.707, -118.2939)"
190113754,2019-05-15,1455.0,1,Central,164,50,M,W,18.0,Drunkeness,M,41.27CLAMC,DRINKING IN PUBLIC,7TH                          ST,MAIN                         ST,"(34.0433, -118.2504)"
